Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
38556,2HLtRAcBAWd4y7TfVVoIpm,Jakob,Bedroom Tapes,Let It Pass,52,126697,False,0.586,0.614,4,-7.275,1,0.0307,0.0803,1.94e-05,0.152,0.301,88.222,4,garage
38184,1uT2b9tByCtdjL4PN3xbRs,Black Rebel Motorcycle Club,Beat the Devil's Tattoo (Deluxe Version),Beat the Devil's Tattoo,55,226760,False,0.517,0.909,4,-2.815,1,0.0378,0.451,0.0135,0.0923,0.683,96.528,4,garage
2111,7Fv8Qp3tTSbSS2VjryUF7L,The Score,ATLAS,Revolution,67,231986,False,0.574,0.833,8,-6.239,0,0.0563,0.0611,0.0,0.105,0.574,86.008,4,alt-rock
2561,2ph6BRhGcUzc2W9wIulG5k,Bishop Briggs,Church Of Scars,White Flag,61,230586,False,0.524,0.805,4,-4.08,0,0.065,0.062,0.0,0.209,0.354,152.044,4,alt-rock
38844,5puNX8lz6LLt11m9XEOS6c,The Bennies,Better off Dread,My Bike,26,111986,True,0.423,0.92,2,-4.251,1,0.0422,0.00149,0.0,0.108,0.587,95.223,4,garage
2619,1FTSo4v6BOZH9QxKc3MbVM,Blur,Blur (Special Edition),Song 2 - 2012 Remaster,78,121160,False,0.674,0.789,8,-6.903,1,0.0676,0.00178,0.00708,0.0753,0.918,129.802,4,alt-rock
2056,3SWqGa1J0M7hSBUDM0KePD,The Score,ATLAS,Legend,71,189120,False,0.601,0.757,2,-3.341,1,0.028,0.0139,8.85e-05,0.0727,0.462,82.001,4,alt-rock
2510,2MLHyLy5z5l5YRp7momlgw,Weezer,Weezer (Green Album),Island In The Sun,78,200306,False,0.654,0.81,4,-6.26,0,0.0288,0.00719,0.00251,0.165,0.661,114.623,4,alt-rock
2592,1p91OsZmF238uTCeZxuAi9,Los Rodriguez,Música para casa,Senorita,0,178346,False,0.556,0.901,4,-7.289,1,0.0311,0.261,0.000267,0.105,0.932,129.888,4,alt-rock
2507,1xLs8Mu1QEVbGCpyHQ2r2U,Dominic Fike,What Could Possibly Go Wrong,Why,71,139906,True,0.684,0.856,6,-2.676,1,0.0411,0.342,0.00728,0.109,0.343,117.027,4,alt-rock
38551,716OZGLBg3vkNfMTpfbYm6,No Vacation,Days,Days,50,320328,False,0.469,0.866,4,-5.372,1,0.0321,0.0371,0.921,0.183,0.56,131.0,4,garage
2669,019GjjVqU4lNg4QnZzRjUd,LCD Soundsystem,Maintain Your Mojo,Losing My Edge,0,470215,False,0.754,0.978,5,-5.989,0,0.0664,0.000321,0.453,0.348,0.89,116.169,4,alt-rock
38147,2TtezxgSqQUpkTuomfiJDM,Royal Republic,Back from the Dead,Back from the Dead,41,182866,False,0.571,0.944,7,-5.28,1,0.196,8.57e-06,0.692,0.442,0.616,97.984,4,garage
38018,2zzLRQ78kKfPTx8FJQCdC2,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",When The Sun Goes Down,76,202133,True,0.348,0.875,11,-4.758,0,0.199,0.0341,0.0,0.117,0.407,169.152,4,garage
38977,1XAAtDjR3W7vJ6ntOOhA1t,Chicano Batman,Black Lipstick,Portal of Yarn,26,360293,False,0.455,0.632,7,-8.572,0,0.048,0.045,0.364,0.122,0.391,129.536,4,garage
2403,0815caqt2Lytro5EIzMufT,Lifehouse,Lifehouse,You And Me,76,195493,False,0.459,0.427,7,-7.734,1,0.0267,0.114,0.0,0.168,0.354,139.902,3,alt-rock
38826,04lYv7Y2Vd8ns6LCshS8EB,Night Birds,Roll Credits,My Dad Is the B.T.K.,28,142022,False,0.52,0.951,11,-5.118,0,0.0554,0.00141,0.00506,0.199,0.704,108.086,4,garage
2949,67BMusU7lw2tEwR9mPiE5m,Anthrax;Public Enemy,Release Your ANGER,Bring The Noise,0,210493,False,0.599,0.831,2,-7.86,1,0.159,0.000155,2.13e-06,0.117,0.281,121.05,4,alt-rock
2181,0QBrw0zGpCa8gKIJd2KDGo,Counting Crows,Del gusto de mamá,Mr. Jones,0,272733,False,0.571,0.836,0,-5.556,1,0.0371,0.194,4.09e-06,0.182,0.73,141.612,4,alt-rock
38985,01KMzErTdv3JfZsBe21aEz,The Smith Street Band,Throw Me In The River,Surrey Dive,25,252180,False,0.139,0.893,3,-5.173,1,0.089,0.00351,0.00222,0.236,0.208,172.723,1,garage
2623,6nvbYcbL79UQ5VFKE0aeeq,Kari Jobe,Sad Love Songs 2022,In The Name Of Love - Recorded At Spotify Studios NYC,2,205738,False,0.675,0.375,6,-8.985,1,0.0452,0.542,2.5e-06,0.0951,0.187,134.023,4,alt-rock
2644,1JlxQG0qBaEI2V1f0zkQLT,Kapanga,Lima,No Me Sueltes (Es Posible),48,235146,False,0.551,0.908,1,-5.619,1,0.0926,0.0167,0.0,0.345,0.77,153.99,4,alt-rock
2194,7D9CMVj8TeaozjxYCIE5oF,Counting Crows,Обратно в клас - rock,Mr. Jones,0,272733,False,0.571,0.836,0,-5.556,1,0.0371,0.194,4.09e-06,0.182,0.73,141.612,4,alt-rock
38335,3MhIyo65qkMjAN7IH0D7qH,The Grogans,Day / To / Day,Woke Up Feeling Alright,30,153587,False,0.522,0.783,4,-4.379,0,0.0382,0.0409,1.5e-06,0.236,0.599,140.303,4,garage
38320,3mYCd23hPxJW5okSvMoy3x,The Strokes,First Impressions Of Earth,Heart In a Cage,63,206173,False,0.418,0.857,8,-5.133,1,0.0404,2.73e-06,0.805,0.368,0.12,140.02,4,garage
38303,0smkE9zt2Bg7fFk0HlzR4C,George FitzGerald;Lil Silva,All That Must Be,Roll Back,43,208930,False,0.371,0.381,7,-11.14,1,0.0656,0.677,0.73,0.243,0.308,82.147,4,garage
2190,0WK1p8CduOKInJdZcjDy5A,Marilyn Manson,Twisted Halloween Hits,Sweet Dreams (Are Made Of This),0,293293,False,0.221,0.664,0,-5.242,0,0.0379,0.0039,0.657,0.239,0.101,186.044,4,alt-rock
38947,6VHr2Q46NY0dV4vzUxfhjx,Dead Moon,Unknown Passage,Evil Eye,24,162611,False,0.51,0.908,2,-6.758,1,0.0788,0.014,0.00406,0.194,0.838,136.448,4,garage
38574,6B1LYsu1ZI0sIVmsjCYzNN,Chain Whip,Two Step To Hell,Laguna Bleach,28,119667,False,0.227,0.976,9,-5.678,0,0.132,1.03e-05,0.772,0.244,0.23,132.594,4,garage
2772,3FdszHMbgPXCYxDYhW5B0N,La Portuaria,Hasta Despertar,Perfidia,46,227558,False,0.658,0.701,2,-8.088,1,0.023,0.182,0.035,0.104,0.885,98.024,4,alt-rock
38402,5zDoSmh06F7kjXGIHFhQzh,Arctic Monkeys,Live at the Royal Albert Hall,Do I Wanna Know? - Live,54,281093,False,0.252,0.77,0,-7.925,1,0.0489,0.0924,2.97e-05,0.688,0.305,84.366,4,garage
38132,6u0x5ad9ewHvs3z6u9Oe3c,The Strokes,Angles,Under Cover of Darkness,68,235546,False,0.35,0.775,11,-3.364,1,0.054,0.00433,0.283,0.0676,0.588,199.866,4,garage
38367,0qfGWpvJGlp17wdTm19ioK,Arctic Monkeys,Suck It and See,Library Pictures,54,142173,False,0.304,0.939,1,-5.836,1,0.0549,0.000142,0.00601,0.136,0.402,96.954,4,garage
38633,386DVAFWOBT4GkQrhginXh,The Streets;Hak Baker,None Of Us Are Getting Out Of This Life Alive,Falling Down (feat. Hak Baker),28,172320,True,0.783,0.757,0,-5.693,1,0.242,0.0958,0.0,0.132,0.697,100.017,4,garage
38821,2CxEKD9cDmUdSkh4bMrQ0w,Peter Matthew Bauer,Flowers,Flowers,25,262305,False,0.202,0.939,5,-5.83,1,0.111,0.0709,0.243,0.26,0.487,81.78,5,garage
38021,6wVWJl64yoTzU27EI8ep20,Arctic Monkeys,Humbug,Crying Lightning,72,224826,False,0.498,0.885,4,-4.423,0,0.0461,0.0148,0.00041,0.239,0.67,106.719,4,garage
2746,6kbpMfsWlfpB2zFTDUH92f,Serú Girán,Serú Girán (Remasterizado 2021),Eiti-Leda (Remasterizado 2021),46,418442,False,0.368,0.449,11,-9.764,1,0.0347,0.874,0.0869,0.178,0.286,107.983,4,alt-rock
38485,4N27l3jtsz7Bj4twhAivdo,The Smith Street Band,Throw Me In The River,Throw Me In The River,29,217520,False,0.279,0.253,11,-7.814,1,0.0372,0.0639,0.0,0.143,0.315,168.694,4,garage
38163,4Du0BRUJvKybzxcRplp7HF,Arctic Monkeys,Leave Before The Lights Come On,Leave Before The Lights Come On,62,233946,False,0.365,0.887,0,-4.579,1,0.0417,0.00272,2.18e-05,0.0923,0.916,150.718,4,garage
38145,4vnlMcxPWvjMV2A5Gl8AY3,Sly Withers,Gardens,Clarkson,40,177013,True,0.425,0.814,2,-5.186,1,0.0478,0.00142,0.0,0.125,0.283,151.921,4,garage
2415,40ozK0lCJ0EQzVGWsCNUhk,Leeland,Better Word (Live),Way Maker - Live,67,503240,False,0.432,0.524,4,-8.721,1,0.0321,0.0289,0.0,0.682,0.183,135.956,4,alt-rock
38097,4rr1OPf80f71BYsDv26G3F,Sly Withers,Passing Through,Passing Through,42,236226,False,0.527,0.839,9,-5.465,1,0.0391,0.000169,4.47e-06,0.282,0.719,141.025,4,garage
2236,0Hs9WwuAMYmMiIaaYLhE6i,No Doubt,Halloween Hits,Spiderwebs,1,266706,False,0.485,0.924,10,-4.046,1,0.0579,0.0373,1.62e-06,0.248,0.661,143.244,4,alt-rock
2367,5UWwZ5lm5PKu6eKsHAGxOk,Foo Fighters,The Colour And The Shape,Everlong,84,250546,False,0.413,0.881,11,-5.541,0,0.0367,5.99e-05,0.000308,0.0805,0.364,158.066,4,alt-rock
2292,5vp6CNekMfEWWi8FtqUlKx,Rob Zombie,Halloween Spooky Party 2022,Living Dead Girl,0,201400,False,0.518,0.948,6,-5.579,0,0.0676,0.00512,0.0996,0.228,0.548,103.025,4,alt-rock
38521,49HYB8tppaxOsbBfeozPxu,Arctic Monkeys,Suck It and See,Brick By Brick,53,179906,False,0.285,0.807,2,-4.741,1,0.0528,0.00123,0.00368,0.317,0.542,132.206,4,garage
2614,43jdwv0eTXxB2NsAiDTqxh,Goodnight Fellows,Hopeless Romance,Hopeless Romance,36,211070,False,0.643,0.349,11,-10.85,1,0.0406,0.0329,0.0,0.0669,0.798,171.993,4,alt-rock
2192,40dr3CZGx83RL6ADIC7xvv,Marilyn Manson,Halloween Spooky Party 2022,Sweet Dreams (Are Made Of This),0,293293,False,0.221,0.664,0,-5.242,0,0.0379,0.0039,0.657,0.239,0.101,186.044,4,alt-rock
38305,77VqW84V88aKD8Bi8CzEsP,Gorgon City;DRAMA,Olympia,You've Done Enough,61,212893,False,0.676,0.782,0,-6.639,1,0.0344,0.0147,0.165,0.704,0.519,125.057,4,garage
2680,6bzWr3EpSEolVwlbLk58il,Jane's Addiction,Maintain Your Mojo,Mountain Song,0,242720,False,0.218,0.932,9,-6.803,1,0.098,0.0155,0.0246,0.277,0.315,167.718,4,alt-rock
38539,7opsuIOW3s6e4vfXj6PIo8,Black Lips,Good Bad Not Evil,Navajo,27,161026,False,0.455,0.891,4,-7.806,0,0.0524,0.344,2.8e-06,0.12,0.582,106.859,4,garage
38629,1SG8odSeRBqF6HSbjLk3Rq,Oxide & Neutrino;Jodie Alicia;Benny Page,Bring It Back (Benny Page Remix),Bring It Back - Benny Page Remix,26,218397,False,0.649,0.904,1,-4.559,1,0.107,0.0297,0.073,0.104,0.354,172.047,4,garage
2655,50f6Sc85lbQgEaOfQm41Zr,Lauren Daigle,How Can It Be,Trust in You,66,211600,False,0.413,0.636,9,-5.651,1,0.0407,0.0186,0.0,0.106,0.203,176.048,4,alt-rock
2120,5ugV3rhvi2h6l52e1cIfLw,3 Doors Down,Fishing Music,Kryptonite,0,234626,False,0.544,0.848,11,-6.804,0,0.0288,0.00395,5.22e-05,0.134,0.489,99.039,4,alt-rock
38142,0jjANtMHBQSIfsrZ1YnnyB,Roland Clark;Jesus Jackson,Interstellar to Amsterdam : Ade Edition,Deep in House - Jesus Jackson Dark Remix,0,413858,False,0.813,0.752,10,-8.636,0,0.0781,0.0135,0.0237,0.0597,0.459,126.998,4,garage
38292,15g66KeELSbN00rFTweCj8,The Third Bardo,I'm Five Years Ahead of My Time,I'm Five Years Ahead of My Time,31,136293,False,0.295,0.79,11,-5.696,0,0.0394,0.0493,2.28e-06,0.182,0.562,110.491,3,garage
2161,5WTKiRTdoDk07YJOP7y8DU,KALEO,It's You - Fresh Hits,Way Down We Go,2,213706,False,0.492,0.506,10,-8.022,0,0.118,0.58,0.00032,0.104,0.338,163.522,4,alt-rock
2563,5so3Q5ihUoWp79tmIm8z7l,The Servant,Collection,Orchestra,47,212226,False,0.519,0.834,9,-5.369,0,0.0339,0.00965,0.0,0.162,0.465,77.028,4,alt-rock
2886,6kvvMuXpc0njRRmx8C27N8,Static-X,Post-Millennial Noise,Cold,0,220400,False,0.457,0.962,0,-3.722,1,0.0495,0.000455,0.00271,0.319,0.721,150.039,4,alt-rock
38379,4YFYMB1UBKVolmYOiKUtDx,The Red Pears,You Thought We Left Because The Door Was Open But We Were Waiting Outside,Lychnobite,29,170434,False,0.325,0.513,2,-8.783,0,0.0374,0.00144,0.747,0.0964,0.124,70.451,4,garage
38083,4dtP86vkhzwNXCFpCtizce,Arctic Monkeys,Humbug,Secret Door,64,223066,True,0.323,0.806,7,-6.554,0,0.0769,0.0314,1.11e-05,0.181,0.548,124.615,4,garage
2389,7mULVp0DJrI2Nd6GesLvxn,Joy Division,Timeless Rock Hits,Love Will Tear Us Apart,0,204621,False,0.524,0.902,2,-8.662,1,0.0368,0.000989,0.695,0.137,0.907,146.833,4,alt-rock
38045,2f14KQkkTTPbqjkBySHhwA,Royal Blood,20's Rock,Trouble's Coming,0,228400,False,0.767,0.694,1,-5.059,0,0.0384,0.0629,0.0,0.32,0.78,112.012,4,garage
38688,5JcaA4A9ZoXthwEnxOxWvP,Count Five,Psychotic Reaction,Psychotic Reaction,56,185523,False,0.358,0.753,11,-6.641,1,0.0986,0.000259,0.0199,0.266,0.688,164.896,4,garage
2841,0vGAY9aloPKORe0R0KlfGv,Siouxsie and the Banshees,Helloween Party,Spellbound,0,197106,False,0.412,0.931,7,-6.348,1,0.0449,0.016,0.0,0.0772,0.295,148.813,4,alt-rock
2087,6w1n5rbFLWKscpvAbYGOru,R.E.M.,80s Bangers Vol. 2,It's The End Of The World As We Know It (And I Feel Fine),0,246933,False,0.381,0.894,7,-8.638,1,0.037,0.0258,0.0,0.0251,0.797,205.528,4,alt-rock
38785,3f7lTz3wDxeyk27u04WMjy,Pist Idiots,Ticker,Roundhouse,25,203431,False,0.371,0.991,11,-3.137,0,0.18,1.86e-05,0.00723,0.335,0.438,133.6,4,garage
38435,3cqRQt4WL5TWCnF4NKFkH4,Tijuana Panthers,Wayne Interest,Four Horsemen,29,106837,False,0.36,0.96,4,-3.517,0,0.0906,1.76e-05,0.856,0.0759,0.594,86.164,4,garage
38226,3C542UknrX76XSRXTyQ1Qg,The Black Keys,Brothers (Deluxe Remastered Anniversary Edition),Tighten Up,61,211336,False,0.517,0.711,6,-5.84,0,0.0627,0.000763,7.15e-06,0.568,0.582,108.846,4,garage
38986,1U7GmrnyBWxvBOsJdhrN1d,Shannon & The Clams,Year Of The Spider,Godstone,24,150520,False,0.358,0.654,6,-4.344,0,0.0358,0.433,0.0,0.0864,0.696,138.565,4,garage
38916,3ROaaA20VlIeBfvmf2gIJd,Balkans,Balkans,Edita V,24,169506,False,0.362,0.912,6,-5.085,0,0.0448,5.36e-05,0.0,0.0489,0.444,190.024,4,garage
2108,2RsAajgo0g7bMCHxwH3Sk0,Nirvana,Nevermind (Remastered),Come As You Are,79,218920,False,0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,4,alt-rock
2824,2d4OxzOWcVWtACFsILP7Zj,Babasónicos,Infame,Estertor,46,183092,False,0.425,0.692,11,-6.699,0,0.0322,0.435,0.0124,0.356,0.494,155.582,4,alt-rock
38818,30NHFPOKHNieSZSmZDlguG,Pist Idiots,Pist Idiots,Surry Hills,26,174250,False,0.42,0.649,11,-12.494,0,0.072,0.000724,0.00653,0.151,0.427,149.848,4,garage
38547,2EX7v050OSRJmYJ7Cj83gs,Beddy Rays,Beddy Rays,Feels Nice,29,117118,False,0.42,0.959,9,-2.648,1,0.0732,6.53e-05,0.0,0.0384,0.703,109.976,4,garage
2048,12cG3BUpk6PzLAzWK0mryO,Red Hot Chili Peppers,Alternative Rock Mixtape,By the Way,2,215666,False,0.441,0.986,0,-2.466,1,0.116,0.038,0.000781,0.0998,0.184,123.974,4,alt-rock
38321,4dk12UlAYNruc5pwHEXncR,Ruby Fields,Permanent Hermit,Dingo,31,327760,False,0.545,0.625,2,-5.793,0,0.0329,0.126,0.00115,0.191,0.187,131.984,4,garage
38290,6fquGlYsbBJa31QqLrOroE,Beddy Rays,Beddy Rays,FOTU,32,191464,False,0.408,0.952,9,-2.011,1,0.0659,0.0031,2.36e-06,0.354,0.419,105.006,4,garage
38571,3cU9b4vb5yzyM12RXJ1k3s,The Libertines,The Libertines,Music When The Lights Go Out,57,182386,False,0.419,0.693,0,-6.077,1,0.0345,0.419,4.96e-06,0.162,0.488,111.088,4,garage
38699,6YW9L7S2Kc0fxYLzwCx3ba,Poison Idea,Feel the Darkness (2018 Reissue),Plastic Bomb,28,186493,False,0.186,0.995,5,-4.54,1,0.168,5.86e-05,0.0286,0.273,0.138,168.235,4,garage
2534,4ocDKtGkfPHFpUlmkOfAiy,Bandalos Chinos,Alternativo diferente latino,Demasiado,0,226133,False,0.776,0.425,11,-9.724,0,0.0335,0.27,0.0468,0.111,0.427,133.489,4,alt-rock
2891,45dK5t0NaS3zBrP4yjfGXz,Fernando Delgadillo,Desde la Isla del Olvido,Noche Sin Luciérnagas,46,255869,False,0.753,0.38,6,-6.811,1,0.0428,0.927,1.58e-06,0.104,0.431,134.874,3,alt-rock
38128,6NJQpFNkDCMaRBogIi9sOI,The Jon Spencer Blues Explosion,Orange,Bellbottoms,55,317986,False,0.311,0.882,2,-3.26,1,0.215,0.00895,0.205,0.253,0.435,162.189,4,garage
38440,0FL7kNRhjCXAS5eyTbDoaz,Sly Withers,Clarkson,Clarkson,29,177013,True,0.425,0.814,2,-5.186,1,0.0478,0.00142,0.0,0.125,0.283,151.921,4,garage
38468,1sEzuZNasuG8s1OOHwYfN2,Hot Flash Heat Wave,Neapolitan,Gutter Girl,60,224714,False,0.519,0.809,1,-6.074,1,0.0646,0.182,0.51,0.0951,0.284,111.986,3,garage
2368,6Up545NUflOiXo8cEraH49,Lauren Daigle,Look Up Child,You Say,75,274693,False,0.494,0.632,5,-6.89,1,0.0342,0.682,0.0,0.0869,0.0797,147.873,4,alt-rock
38405,2NVjII4zi5d4c9F7ivNYsh,Dan Auerbach,Cars 3 (Original Motion Picture Soundtrack),Run That Race,51,164293,False,0.527,0.956,11,-3.581,0,0.0777,0.0217,0.000836,0.154,0.816,137.063,4,garage
2993,3CI0tvulxpMSMAPNCgqTMU,Lucybell,Lucybell,Sembrando En El Mar,44,231026,False,0.58,0.847,2,-9.639,1,0.0516,0.00106,0.498,0.289,0.403,98.561,4,alt-rock
2047,2vU6bm5hVF2idVknGzqyPL,The Offspring,Alternative Christmas 2022,Christmas (Baby Please Come Home),0,187355,False,0.437,0.878,0,-4.687,1,0.0452,0.0112,0.0,0.126,0.623,128.043,4,alt-rock
2231,6vMAhCWv2XzOqXj6pYTh5H,Jimmy Eat World,Alternative Christmas 2022,Last Christmas,0,267493,False,0.532,0.842,2,-6.152,1,0.0403,0.00131,1.2e-06,0.33,0.715,126.042,4,alt-rock
38942,1OeJ0WI8mqQxrAIOCkTxNg,Bad//Dreems,Dogs At Bay,Dumb Ideas,26,157325,False,0.524,0.846,0,-4.238,1,0.044,0.000749,0.00142,0.16,0.57,146.194,4,garage
2758,6h3lMAmmpQDFqoHk9F99IR,Bea Miller,aurora,S.L.U.T.,67,179146,False,0.722,0.773,5,-4.378,0,0.0792,0.0598,0.0,0.179,0.724,94.997,4,alt-rock
2486,6VQW8Ye28Crwz90BIexsrF,Bersuit Vergarabat,Triste Hora,Vuelos,0,264586,False,0.423,0.493,2,-9.569,0,0.0374,0.1,5.95e-06,0.0797,0.522,167.708,4,alt-rock
2953,4dyx5SzxPPaD8xQIid5Wjj,Peter Bjorn and John,Writer's Block,Young Folks,76,276693,False,0.699,0.812,0,-6.005,1,0.0377,0.0164,0.000763,0.105,0.662,138.185,4,alt-rock
2585,6wga1W5kGd7hVjClXpM187,Detonautas Roque Clube,Detonautas Acústico,Inferno são os outros,48,211706,False,0.642,0.797,6,-7.173,0,0.0286,0.0899,1.38e-05,0.732,0.563,110.055,4,alt-rock
38882,4HWNtsCgCysToCMrrzqLIP,Dear Seattle,Dear Seattle,Cut You Deep,25,178294,True,0.563,0.93,2,-6.755,1,0.0447,0.00102,0.000193,0.0644,0.627,123.966,4,garage
38732,2HZEHDOa9ZYITDTafasd1z,WAAX,Wild & Weak,You Wouldn't Believe,26,198226,False,0.575,0.885,0,-5.84,1,0.0405,0.000883,0.0671,0.0552,0.451,125.996,4,garage
38679,1ZAP6PRNrAUcnbFCfuW2mb,Oblivians,Desperation,I'll Be Gone,25,123040,False,0.386,0.995,9,-5.145,1,0.039,0.0717,0.118,0.37,0.294,154.49,4,garage
38748,35Ttg2QPrlkvfY1sZZQ0JZ,The Smith Street Band,No One Gets Lost Anymore,"Get High, See Mice",26,330327,False,0.394,0.729,8,-3.724,1,0.0406,0.105,0.0,0.287,0.317,115.676,4,garage
2424,6zciWZePv9ohzMshMJn7uu,Detonautas Roque Clube,A Saga Continua,Um Cara de Sorte,50,244013,False,0.524,0.636,6,-5.884,0,0.0302,0.163,0.0,0.11,0.247,138.074,4,alt-rock
38082,1j9rezdE3YeC7yktZXC1em,Arctic Monkeys,AM,I Want It All,67,185406,False,0.499,0.81,5,-5.579,1,0.0347,0.000637,0.0748,0.0625,0.288,131.052,4,garage
38594,3AdjLeSRDJr6sjAiVkfsWT,Beddy Rays,Beddy Rays,Easy Man,28,182167,False,0.346,0.966,4,-3.234,1,0.0932,0.000377,6.99e-06,0.0889,0.471,76.01,4,garage
38180,7lu6YLrlB1MU7HW8DJSuPa,The Strokes,The New Abnormal,At The Door,60,310373,False,0.456,0.323,10,-6.764,1,0.0318,0.858,0.00913,0.146,0.363,116.903,4,garage
2847,26wc2F3aJGvc5SJgKt7Xt8,Panteon Rococo,Ofrenda,Te Vas a Acordar de Mí,45,193173,False,0.71,0.808,9,-3.634,1,0.0686,0.0198,1.85e-06,0.056,0.685,141.032,4,alt-rock
38601,4Qv71lFPCObf7zol1uWCJb,Gorgon City;MK,There For You,There For You,56,186493,False,0.533,0.844,11,-5.04,0,0.0302,0.00529,8.91e-05,0.0722,0.712,123.971,4,garage
38866,6lnnaGN20kl0jEYJSxCgU9,The Strokes,Room On Fire,You Talk Way Too Much,53,186266,False,0.304,0.971,4,-3.226,1,0.0351,0.0594,0.955,0.0799,0.695,127.856,4,garage
2558,1jq28NGw6wdtFKx8MBPy6C,Nickelback,Dark Horse,Burn It to the Ground,73,212346,False,0.617,0.922,11,-3.474,1,0.0744,0.000247,0.388,0.363,0.6,132.059,4,alt-rock
2628,7sC2sL3Q5cZswDQJfnlfOt,Charlie Brown Jr.,100% Charlie Brown Jr - Abalando A Sua Fábrica,Tudo Pro Alto,48,203093,False,0.215,0.945,10,-7.201,0,0.0798,0.000639,0.453,0.204,0.603,179.079,4,alt-rock
2321,1ABzvnkHLpLaIN7VlB00LJ,Kinky,Kinky (Remastered),Soun Tha Mi Primer Amor - Remastered,54,191000,False,0.83,0.838,6,-6.77,1,0.0776,0.0805,0.517,0.073,0.829,104.418,4,alt-rock
38420,0iA3xXSkSCiJywKyo1UKjQ,The Kingsmen,The Best of The Kingsmen,Louie Louie,65,165381,False,0.623,0.709,1,-9.818,0,0.0636,0.102,0.0,0.0967,0.948,122.394,4,garage
38757,5Z10YWrfpP2UAUwmmHIR8y,The White Stripes,De Stijl,Apple Blossom,54,133293,False,0.537,0.454,9,-7.896,1,0.0551,0.65,0.000154,0.0852,0.626,128.193,4,garage
38830,1KyC0WcmmVO3RMGC3CFyPZ,Polish Club,Now We're Cookin',Just Talking,25,182626,True,0.638,0.894,9,-4.922,1,0.0416,0.138,1.19e-06,0.0998,0.852,140.052,4,garage
2860,1BH3rSiixIJhXe3viUeMAN,Saint Chaos;Sam Tinnesz,Seeing Red,Walk,60,170210,False,0.697,0.883,10,-3.815,0,0.0694,0.0178,0.0,0.481,0.796,121.963,4,alt-rock
38322,111SaDBbcHW0zedi4RBHDp,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",You Probably Couldn't See For The Lights But You Were Staring Straight At Me,58,130813,False,0.58,0.972,11,-4.274,0,0.0589,0.00384,0.0,0.296,0.926,105.492,4,garage
