track_id_1,track_id_2,rank,distance
2LMloFiV7DHpBhITOaBSam,3IFXLKFcKIlXIOYJ3TBHkL,1,0.302002563832018
2LMloFiV7DHpBhITOaBSam,0Rv8J2jCczm7nxMurGBIcG,2,0.356390793122583
2LMloFiV7DHpBhITOaBSam,2f4AQJ0A6IRWxSxudtzS5k,3,0.3599143799424507
2LMloFiV7DHpBhITOaBSam,4PqdOR9uAfyNp67P9k3bH2,4,0.3694147088829162
2LMloFiV7DHpBhITOaBSam,1fBXFtvjem3n0KV9nPIJT0,5,0.3797462755853897
4KC2Z9dL4jL61Ys35N6srg,4Du0BRUJvKybzxcRplp7HF,1,0.14039121818438197
4KC2Z9dL4jL61Ys35N6srg,4aNbYoDOmasKeeYVyFg1o5,2,0.2061188883070149
4KC2Z9dL4jL61Ys35N6srg,1P2DGPlGdhQZ1hcVx7qC0N,3,0.21614530883490574
4KC2Z9dL4jL61Ys35N6srg,5RrHzXKmwVd5BCq4UzyJPd,4,0.2372785470044812
4KC2Z9dL4jL61Ys35N6srg,4z6ONMu9f0FjhhApyj87KI,5,0.2598201692284112
1EsgUWQsxGBwnu3NATDjiU,7mULVp0DJrI2Nd6GesLvxn,1,0.14001836506336152
1EsgUWQsxGBwnu3NATDjiU,3FwuOIr8dkrzdAOMUM6sOe,2,0.2724193419007624
1EsgUWQsxGBwnu3NATDjiU,1adsnRDAY4FmDNTW2BX964,3,0.28954219913498314
1EsgUWQsxGBwnu3NATDjiU,1mH7wNn3vfLbifM6IRAfzU,4,0.30159820681910265
1EsgUWQsxGBwnu3NATDjiU,42mDqJTTQW6adKYflnauIE,5,0.39063758846924307
7G8hUONVhvJnkD3Ak8mNF1,7326NRPSE29jliGTzaRku7,1,0.1867658271156448
7G8hUONVhvJnkD3Ak8mNF1,1b7DozY0xHWXU1T84Lck1z,2,0.22839785306990815
7G8hUONVhvJnkD3Ak8mNF1,50jXnyrzW4mcBBqFTMEoAC,3,0.23023983331270045
7G8hUONVhvJnkD3Ak8mNF1,5lN1EH25gdiqT1SFALMAq1,4,0.2382094846188717
7G8hUONVhvJnkD3Ak8mNF1,5cUJtPvqRfXRAj9yQR8iRJ,5,0.24051327413153276
4pXyK9GW7fuT645U0DLYYF,5u9LQSmOrVKVNVZ6XBeEs7,1,0.3334236083927811
4pXyK9GW7fuT645U0DLYYF,6OIsq9HutnCINDPQqmAjbz,2,0.33419380485343686
4pXyK9GW7fuT645U0DLYYF,5Zwg9L8RVPl04ZCmfK7vdV,3,0.4099035733761476
4pXyK9GW7fuT645U0DLYYF,57Xjny5yNzAcsxnusKmAfA,4,0.42057868774143353
4pXyK9GW7fuT645U0DLYYF,57Xjny5yNzAcsxnusKmAfA,5,0.42057868774143353
37cb7mzkQKksGm0noGDXeh,5bNA2LQPTzZoye58HtZjsp,1,0.20563860212913077
37cb7mzkQKksGm0noGDXeh,1ZLExfqDJGcoZfc6l1vDws,2,0.233660561280753
37cb7mzkQKksGm0noGDXeh,5SyFWmUPpCaw09rCZs1eCi,3,0.23521730700165558
37cb7mzkQKksGm0noGDXeh,3Hx7RXqCS7Kzjy2ot2q1Gk,4,0.24044342785515582
37cb7mzkQKksGm0noGDXeh,0G1BEi8ByngMCJqcPnDACw,5,0.2516963761022253
0J2OnBNKwt0KICDyDFPUvl,34miSNKQ0xN7EG8zzzaFzI,1,0.2547404973061489
0J2OnBNKwt0KICDyDFPUvl,51TG9W3y9qyO8BY5RXKgnZ,2,0.4016041610113446
0J2OnBNKwt0KICDyDFPUvl,1955ZZJe1TzmSR0TomnNjI,3,0.40578266238864086
0J2OnBNKwt0KICDyDFPUvl,2iA4neLS2rg1dlciGgmt4X,4,0.40578266238864086
0J2OnBNKwt0KICDyDFPUvl,1jmk1hq69kVe0EjX1OSyFe,5,0.40730636487929006
7xuu4ByQkm8qhnwJQk994r,3wJZSOTl0afjE2aLTnGZm3,1,0.15071524857033824
7xuu4ByQkm8qhnwJQk994r,6rTsc0aAS1iD3YF73DNQMd,2,0.19457964700608602
7xuu4ByQkm8qhnwJQk994r,60T4FDF1tTcFlXkI08FFhL,3,0.21233380004252014
7xuu4ByQkm8qhnwJQk994r,769Fq73HiVK9qfOQKKvpLB,4,0.22963033790247622
7xuu4ByQkm8qhnwJQk994r,1TmBaKkDUu0akM9xzSxRia,5,0.2453816387789465
1OPkXWnIK8RYyWTp3NWvM9,6Db3RiSI7xk3Dxd1N72U5a,1,0.5434795287907632
1OPkXWnIK8RYyWTp3NWvM9,7sljA9XJXVCbbXLK5XpDtu,2,0.5828605504040794
1OPkXWnIK8RYyWTp3NWvM9,0eYzqP1sVy0LvAc3dL5wE0,3,0.6234387924729542
1OPkXWnIK8RYyWTp3NWvM9,3XEq0f2mSsw5ZuiNEExctu,4,0.6481941699669455
1OPkXWnIK8RYyWTp3NWvM9,2UBI3dlpi3ltnYntiE2KOk,5,0.657123259957325
2HLtRAcBAWd4y7TfVVoIpm,2wXioTynVwrEWYRv6R6vEj,1,0.15417904069377433
2HLtRAcBAWd4y7TfVVoIpm,7AH76Vec800rSRmfXJsXsk,2,0.21578595806729486
2HLtRAcBAWd4y7TfVVoIpm,5FVd6KXrgO9B3JPmC8OPst,3,0.2196314952731783
2HLtRAcBAWd4y7TfVVoIpm,0uTfxpuGPeb5xvkjduxQT3,4,0.2483090465645159
2HLtRAcBAWd4y7TfVVoIpm,73jVPicY2G9YHmzgjk69ae,5,0.25358415736971407
1uT2b9tByCtdjL4PN3xbRs,6eomvZJgFnpD87lsPFQEZH,1,0.2531461853308877
1uT2b9tByCtdjL4PN3xbRs,6UzKahpnjdqdFga5RAvBFn,2,0.30943622188347547
1uT2b9tByCtdjL4PN3xbRs,14dJexYlvd3t3XAtD1pYW1,3,0.322321116688477
1uT2b9tByCtdjL4PN3xbRs,3FxMlzkBfekU3gNliu571t,4,0.3691711467223749
1uT2b9tByCtdjL4PN3xbRs,3jw5KrLTxeIzpSvByNsH7F,5,0.36921764763629006
7Fv8Qp3tTSbSS2VjryUF7L,5so3Q5ihUoWp79tmIm8z7l,1,0.19216914445500055
7Fv8Qp3tTSbSS2VjryUF7L,0KQQimYTGg3Rc1bISoSuXl,2,0.208537830762943
7Fv8Qp3tTSbSS2VjryUF7L,4zIJHigfguvdm3O8c9KPeo,3,0.2116670261949936
7Fv8Qp3tTSbSS2VjryUF7L,2O07FF1DMc1oRDlkIo33FC,4,0.21486695287065785
7Fv8Qp3tTSbSS2VjryUF7L,2QUlMbvD9bL8wHqfsoqoet,5,0.25630199193378517
2ph6BRhGcUzc2W9wIulG5k,3LBLmC8gqvt1l43kdpx43w,1,0.15210613675677245
2ph6BRhGcUzc2W9wIulG5k,3ODl8J0TZAykdMCtCIO28n,2,0.16088732735601147
2ph6BRhGcUzc2W9wIulG5k,01bMpqmvH031R417l3AQTA,3,0.19125775869498543
2ph6BRhGcUzc2W9wIulG5k,0M1A9wInEHilyWkh4I8tWo,4,0.23767833721246748
2ph6BRhGcUzc2W9wIulG5k,0LvONfXemxF8eUKovfhZdH,5,0.24433051717685944
5puNX8lz6LLt11m9XEOS6c,3ZQGdO1gA9r1ip0cC03kJn,1,0.16663137905495948
5puNX8lz6LLt11m9XEOS6c,5gxakaZJUKXaPZPPzVZ5Tu,2,0.1820854380687453
5puNX8lz6LLt11m9XEOS6c,6HVJF4FWIL3LZyoUGyaWi6,3,0.21133009093542732
5puNX8lz6LLt11m9XEOS6c,0fYVliAYKHuPmECRs1pbRf,4,0.229449902220365
5puNX8lz6LLt11m9XEOS6c,4CeeEOM32jQcH3eN9Q2dGj,5,0.2325296759317446
1FTSo4v6BOZH9QxKc3MbVM,0pz2M8f78gt3rwgWmbpOX3,1,0.13934888419159083
1FTSo4v6BOZH9QxKc3MbVM,5QWR5HivGtat7XXOCSAdlI,2,0.1633485395489995
1FTSo4v6BOZH9QxKc3MbVM,4K7x9KC3XrcKMNdhVoaBOj,3,0.1633485395489995
1FTSo4v6BOZH9QxKc3MbVM,3NXsWnFRgSnONu9z3EuUu1,4,0.17773658428759515
1FTSo4v6BOZH9QxKc3MbVM,2beoKiwvMRY7tD0TGas5Ap,5,0.178137195766192
3SWqGa1J0M7hSBUDM0KePD,5gxakaZJUKXaPZPPzVZ5Tu,1,0.1622930830152076
3SWqGa1J0M7hSBUDM0KePD,2xVyWv5f31wI37XeYbXjWJ,2,0.1913548002221352
3SWqGa1J0M7hSBUDM0KePD,1G391cbiT3v3Cywg8T7DM1,3,0.23407330476537358
3SWqGa1J0M7hSBUDM0KePD,0VCpgkuUgYee2tWLVlSf6O,4,0.24861283084112168
3SWqGa1J0M7hSBUDM0KePD,0svWSBGvc2VL8YZ6qvGaGz,5,0.2692544657192672
2MLHyLy5z5l5YRp7momlgw,7cEZSmCRCiOU1nsCuAtx0F,1,0.026212331149665785
2MLHyLy5z5l5YRp7momlgw,7nnWIPM5hwE3DaUBkvOIpy,2,0.1686402941304849
2MLHyLy5z5l5YRp7momlgw,1Uk1h5QunOruEzfSanKyVw,3,0.18554896190883344
2MLHyLy5z5l5YRp7momlgw,2lKHhxzlYDf4m73LcohpWF,4,0.1882077265945535
2MLHyLy5z5l5YRp7momlgw,6h3lMAmmpQDFqoHk9F99IR,5,0.21913561991869457
1p91OsZmF238uTCeZxuAi9,6eGTANo4ak5Tb1FCBLtoFT,1,0.29004366110383445
1p91OsZmF238uTCeZxuAi9,3CxztkBL29pDmIlONHydYC,2,0.2991552254899125
1p91OsZmF238uTCeZxuAi9,0uBdQzKghx88d2Lp8SLFKJ,3,0.30829226867587667
1p91OsZmF238uTCeZxuAi9,12g9IeQzX7xECLNxz8dpb5,4,0.30829226867587667
1p91OsZmF238uTCeZxuAi9,6ZV5I5GntRTLOSNvSHQ1ia,5,0.31350833419300606
1xLs8Mu1QEVbGCpyHQ2r2U,3jw5KrLTxeIzpSvByNsH7F,1,0.31885025676717915
1xLs8Mu1QEVbGCpyHQ2r2U,2R2YM5NEWWC1pjAG4HkAX1,2,0.3195822240995021
1xLs8Mu1QEVbGCpyHQ2r2U,2O9O26335YYVckmRgPKY3s,3,0.3267284433294078
1xLs8Mu1QEVbGCpyHQ2r2U,2uUAW6qgya8keByF9mh3ui,4,0.3417229983784253
1xLs8Mu1QEVbGCpyHQ2r2U,33DzKnwuBE6lfOiADwzd5E,5,0.3431469230161567
716OZGLBg3vkNfMTpfbYm6,28IOrAe20MOrYPGwoLpnPD,1,0.27039985127668437
716OZGLBg3vkNfMTpfbYm6,6qtDW5A9dgCyjhQZSGRlcu,2,0.307388848023612
716OZGLBg3vkNfMTpfbYm6,6lnnaGN20kl0jEYJSxCgU9,3,0.3107201346343532
716OZGLBg3vkNfMTpfbYm6,08l9WKDuRyGeStQ9ojTlFh,4,0.32619897881085713
716OZGLBg3vkNfMTpfbYm6,6eD0oAyhF9DmUYDQbQN7Su,5,0.32747842237132135
019GjjVqU4lNg4QnZzRjUd,38qu2X35K2g1HWfaksYQ4K,1,0.3723589595955321
019GjjVqU4lNg4QnZzRjUd,3q3lxI83Wr6wI2VprOigYr,2,0.3731904575508502
019GjjVqU4lNg4QnZzRjUd,0YNtAadZvKBBEFARtfoCV8,3,0.5246626261135038
019GjjVqU4lNg4QnZzRjUd,142qcQz5FUdXnpKan6bIx0,4,0.5325931934978576
019GjjVqU4lNg4QnZzRjUd,3LhGRE7ZNOEZhrqazWMYRI,5,0.5413903020402252
2TtezxgSqQUpkTuomfiJDM,2f4AQJ0A6IRWxSxudtzS5k,1,0.3234369935483505
2TtezxgSqQUpkTuomfiJDM,6KRq71tmk8m6uDuVNt3AX8,2,0.40555898655052264
2TtezxgSqQUpkTuomfiJDM,1fBXFtvjem3n0KV9nPIJT0,3,0.4225397100084762
2TtezxgSqQUpkTuomfiJDM,4Ivbi5E2Zc7jB5N2jvH1nH,4,0.42421236630419284
2TtezxgSqQUpkTuomfiJDM,4HZA7xNDUIbvD60awnomU9,5,0.4359483146431479
2zzLRQ78kKfPTx8FJQCdC2,2WRk6RxETSwdsg2dhtnXxc,1,0.15742795783430907
2zzLRQ78kKfPTx8FJQCdC2,54tnyPhz0EAFyQUlfSgNjO,2,0.18137063044219098
2zzLRQ78kKfPTx8FJQCdC2,3lIZy99mnEArB9FWVoxH3C,3,0.21936681616586
2zzLRQ78kKfPTx8FJQCdC2,5UWwZ5lm5PKu6eKsHAGxOk,4,0.22170571458334848
2zzLRQ78kKfPTx8FJQCdC2,6Slvi85s1hIaeykjvDe1xk,5,0.25422834877218475
1XAAtDjR3W7vJ6ntOOhA1t,2TeYAizye4GlmzQq5zyf91,1,0.35626892322046444
1XAAtDjR3W7vJ6ntOOhA1t,2hK67eTuNLPcrzYqB4BjZO,2,0.380477629119844
1XAAtDjR3W7vJ6ntOOhA1t,2RU3BzX7PFSgV9iDv9Qroi,3,0.38770283566553526
1XAAtDjR3W7vJ6ntOOhA1t,1jy7SkRcmBCTcv4ZMtwz29,4,0.39058772974400696
1XAAtDjR3W7vJ6ntOOhA1t,7brQHA2CgQpcMBiOlfiXYb,5,0.3987669146640457
0815caqt2Lytro5EIzMufT,2eXoWAL6kC9sdlpdOGvSCw,1,0.003760469286427689
0815caqt2Lytro5EIzMufT,2MobJagQB0dGJoRqI8OT0m,2,0.27442161731590403
0815caqt2Lytro5EIzMufT,05mDNHUsh8mb0Du7DXYxag,3,0.33934188675172156
0815caqt2Lytro5EIzMufT,5llJJM8CQpZhfUBwrJzp4c,4,0.34831576226897604
0815caqt2Lytro5EIzMufT,37rLkmN7KVzJ4oPOvxTec5,5,0.3553243808860703
04lYv7Y2Vd8ns6LCshS8EB,4Qv71lFPCObf7zol1uWCJb,1,0.20789633520261017
04lYv7Y2Vd8ns6LCshS8EB,3QHqCKdJBiBfFkN61NR00m,2,0.21007160784217271
04lYv7Y2Vd8ns6LCshS8EB,6ZOBP3NvffbU4SZcrnt1k6,3,0.21422815984439933
04lYv7Y2Vd8ns6LCshS8EB,4atMrAadB7dS8xn9vfk9PQ,4,0.21458920414249458
04lYv7Y2Vd8ns6LCshS8EB,2amJsWuU8ohAth78f2QOLD,5,0.22146649514264616
67BMusU7lw2tEwR9mPiE5m,2roq62CaO3lRZfEN8GSmHQ,1,0.18315407615174736
67BMusU7lw2tEwR9mPiE5m,4WmMZtbFw54OYKrqVKVupx,2,0.25131849508005166
67BMusU7lw2tEwR9mPiE5m,35BubUYbG7gQfwnVkg58zW,3,0.25276247494951437
67BMusU7lw2tEwR9mPiE5m,0GO8y8jQk1PkHzS31d699N,4,0.2527674440691077
67BMusU7lw2tEwR9mPiE5m,4OEbwdy2hgYXxShjhLtF0e,5,0.2563077246690246
0QBrw0zGpCa8gKIJd2KDGo,3n5tgT9Q5uAn4vw5xvp9Nw,1,0.1733193074973432
0QBrw0zGpCa8gKIJd2KDGo,5Z5nbOXhsSbySVC7WUc6y9,2,0.21166317422209377
0QBrw0zGpCa8gKIJd2KDGo,37ZgsOy8t4vMnGtMExr6ah,3,0.21459325329242376
0QBrw0zGpCa8gKIJd2KDGo,3MjrueDQKVr6xDDseZwhEd,4,0.24140845941538314
0QBrw0zGpCa8gKIJd2KDGo,5KGbRvZyVyKP2AEJMHErB4,5,0.258995927012804
01KMzErTdv3JfZsBe21aEz,3CkjLJYnnyOtGk4Jx4iYS4,1,0.4270957229981103
01KMzErTdv3JfZsBe21aEz,4nzIpIeHWiuFQnOV5ZELnj,2,0.48778714009112745
01KMzErTdv3JfZsBe21aEz,0FrFqoPT7JB0ezIU9g2OLC,3,0.48778714009112745
01KMzErTdv3JfZsBe21aEz,4z1N1HpvoBnptR3zP7Q8Ai,4,0.5537674490210367
01KMzErTdv3JfZsBe21aEz,35b08f3X5XiuTV0oJHZB9g,5,0.580318728577689
6nvbYcbL79UQ5VFKE0aeeq,5ZaQW8tvH33GVJ0E3sLz2w,1,0.18592465781869466
6nvbYcbL79UQ5VFKE0aeeq,3Y6K8eaccclu00qImnY1aJ,2,0.24393708128534067
6nvbYcbL79UQ5VFKE0aeeq,7saeg1XSIx0RhNMHY5km2e,3,0.2839944035055592
6nvbYcbL79UQ5VFKE0aeeq,0Fbyu0CzsClu9N00gGwAmi,4,0.31391561179925587
6nvbYcbL79UQ5VFKE0aeeq,4yxSvdt8kl6jMdvFaiNtve,5,0.31822179115066723
1JlxQG0qBaEI2V1f0zkQLT,0hAMkY2kwdXPPDfQ1e3BmJ,1,0.13989748117670078
1JlxQG0qBaEI2V1f0zkQLT,4CbKVDZkYKdv69I4bCaKUq,2,0.1706343955493507
1JlxQG0qBaEI2V1f0zkQLT,4GGElzzk53esix715Z3DxI,3,0.1934102893773398
1JlxQG0qBaEI2V1f0zkQLT,6kvvMuXpc0njRRmx8C27N8,4,0.19585599842278376
1JlxQG0qBaEI2V1f0zkQLT,0zj7NZk0KyAuHq9PhFIiQu,5,0.2003975371687382
7D9CMVj8TeaozjxYCIE5oF,3n5tgT9Q5uAn4vw5xvp9Nw,1,0.1733193074973432
7D9CMVj8TeaozjxYCIE5oF,5Z5nbOXhsSbySVC7WUc6y9,2,0.21166317422209377
7D9CMVj8TeaozjxYCIE5oF,37ZgsOy8t4vMnGtMExr6ah,3,0.21459325329242376
7D9CMVj8TeaozjxYCIE5oF,3MjrueDQKVr6xDDseZwhEd,4,0.24140845941538314
7D9CMVj8TeaozjxYCIE5oF,5KGbRvZyVyKP2AEJMHErB4,5,0.258995927012804
3MhIyo65qkMjAN7IH0D7qH,4hNUUHv2V4DkFTLtbhYGZX,1,0.16719594663455675
3MhIyo65qkMjAN7IH0D7qH,37mfTcSlX60JtAvAETytGs,2,0.16758353037845278
3MhIyo65qkMjAN7IH0D7qH,2lKHhxzlYDf4m73LcohpWF,3,0.1780798369554263
3MhIyo65qkMjAN7IH0D7qH,5Iuqf7d8G5SAvuKY7MKHbd,4,0.20895045912690724
3MhIyo65qkMjAN7IH0D7qH,2RsAajgo0g7bMCHxwH3Sk0,5,0.22235838856665283
3mYCd23hPxJW5okSvMoy3x,7IWdKDoQ3QNaF790h3skyc,1,0.2182650360206498
3mYCd23hPxJW5okSvMoy3x,3igEfREloyWh3Y8m4cS8QB,2,0.3018952916456566
3mYCd23hPxJW5okSvMoy3x,3voFA5sAeQxNFnKPilLChT,3,0.406446218092406
3mYCd23hPxJW5okSvMoy3x,2Gw4bWOg3FacXT757rApV6,4,0.41317943029365856
3mYCd23hPxJW5okSvMoy3x,1LomCMl5wD3MPVlC6smUHe,5,0.4503849566655994
0smkE9zt2Bg7fFk0HlzR4C,7isVqPzG3R5ni6IM4YG0sv,1,0.44400857147014505
0smkE9zt2Bg7fFk0HlzR4C,2UBI3dlpi3ltnYntiE2KOk,2,0.5142767982593898
0smkE9zt2Bg7fFk0HlzR4C,041cnMmgqUk1HqJFtfs0eP,3,0.5424457986785562
0smkE9zt2Bg7fFk0HlzR4C,7sljA9XJXVCbbXLK5XpDtu,4,0.5428173595796908
0smkE9zt2Bg7fFk0HlzR4C,0eYzqP1sVy0LvAc3dL5wE0,5,0.5464429808321765
0WK1p8CduOKInJdZcjDy5A,6gYx4SBZz99Lwn6V5iDll9,1,0.34621777157676964
0WK1p8CduOKInJdZcjDy5A,0B6oBwvkyLptGexpwJVz7c,2,0.5631994444183336
0WK1p8CduOKInJdZcjDy5A,6BttoLTTDMUFbbcFNQw121,3,0.6247508756523874
0WK1p8CduOKInJdZcjDy5A,5J54xW5p85niQOxeq7GiD5,4,0.6707269717018408
0WK1p8CduOKInJdZcjDy5A,0J2OnBNKwt0KICDyDFPUvl,5,0.7111784981284192
6VHr2Q46NY0dV4vzUxfhjx,6eGTANo4ak5Tb1FCBLtoFT,1,0.14922152937251523
6VHr2Q46NY0dV4vzUxfhjx,6ZV5I5GntRTLOSNvSHQ1ia,2,0.17644213245435333
6VHr2Q46NY0dV4vzUxfhjx,4GGElzzk53esix715Z3DxI,3,0.18738575623753545
6VHr2Q46NY0dV4vzUxfhjx,5RrHzXKmwVd5BCq4UzyJPd,4,0.2176027941502437
6VHr2Q46NY0dV4vzUxfhjx,6vMAhCWv2XzOqXj6pYTh5H,5,0.2231899716148288
6B1LYsu1ZI0sIVmsjCYzNN,5F7vfdGstxL3LNF8BM3UTw,1,0.3441678068330782
6B1LYsu1ZI0sIVmsjCYzNN,6tmhj0bHOtnwHMMOfmBgDF,2,0.38781867872246656
6B1LYsu1ZI0sIVmsjCYzNN,77aYeJ3modz5Bql7e1G94l,3,0.3999425419774085
6B1LYsu1ZI0sIVmsjCYzNN,3Sy3iV9SeAcahy9E6YpohE,4,0.41372805966856985
6B1LYsu1ZI0sIVmsjCYzNN,2McZlRwVC4zU07jo4l7bns,5,0.42373278087867716
3FdszHMbgPXCYxDYhW5B0N,086myS9r57YsLbJpU0TgK9,1,0.20610213039629321
3FdszHMbgPXCYxDYhW5B0N,1CIlKWhwH35XcCzpofRjux,2,0.20610213039629321
3FdszHMbgPXCYxDYhW5B0N,65P8KmStYrVUPlchXH2CH8,3,0.24699743955877332
3FdszHMbgPXCYxDYhW5B0N,6n6zJJFmKJ1DoKq2eMCbEb,4,0.24699743955877332
3FdszHMbgPXCYxDYhW5B0N,3K2JogTLIIthEsUp1bgPFS,5,0.26157101264427807
5zDoSmh06F7kjXGIHFhQzh,1RJxGCTCROHUFVWMFOWPYM,1,0.3010649279017529
5zDoSmh06F7kjXGIHFhQzh,4xBFKgS6VAmpmeoG0WJ9Pl,2,0.36741316306694455
5zDoSmh06F7kjXGIHFhQzh,2rY4NvZAyYJi8Gvcp0pSI6,3,0.3973525130403481
5zDoSmh06F7kjXGIHFhQzh,1oEVFAAHzA8xPbPoaJB3bf,4,0.39872995182115745
5zDoSmh06F7kjXGIHFhQzh,5auwSKx96QcROy6CTGnHIl,5,0.40258905626017133
6u0x5ad9ewHvs3z6u9Oe3c,0gmbgwZ8iqyMPmXefof8Yf,1,0.37503995324477674
6u0x5ad9ewHvs3z6u9Oe3c,6hrWKdiLOcDgta5uybTj57,2,0.3787557024258206
6u0x5ad9ewHvs3z6u9Oe3c,5KoRwyRC1Yp3fTQQuZeMbM,3,0.39690782869729857
6u0x5ad9ewHvs3z6u9Oe3c,6vE4n6MTCprTQi5hsOqZ5q,4,0.3989931422937411
6u0x5ad9ewHvs3z6u9Oe3c,6c61kVcF2zmFExhWYwDrDX,5,0.40322619535214776
0qfGWpvJGlp17wdTm19ioK,44fIc4zJWyRvmwCsUWdrWh,1,0.17487335381128846
0qfGWpvJGlp17wdTm19ioK,3hXVs6ENwTScnldprwHA9a,2,0.19371605583154106
0qfGWpvJGlp17wdTm19ioK,2Ub5DOFiSAFgFgFfbSCKif,3,0.21301573280148678
0qfGWpvJGlp17wdTm19ioK,0NK6IwtM47zZbolcgUJ12V,4,0.24135787023318284
0qfGWpvJGlp17wdTm19ioK,5puNX8lz6LLt11m9XEOS6c,5,0.2704337826363855
386DVAFWOBT4GkQrhginXh,4iHHkK1z9L7uCoo0Aub9yW,1,0.24735746666370736
386DVAFWOBT4GkQrhginXh,1Vpn6lsq9JYwPa7oJMK42A,2,0.28833294370650914
386DVAFWOBT4GkQrhginXh,3MjrueDQKVr6xDDseZwhEd,3,0.31620270668701744
386DVAFWOBT4GkQrhginXh,1wk939p3TDEXQyvduYrDhg,4,0.31715115662934185
386DVAFWOBT4GkQrhginXh,7KJOLkQ2TJz3fFA9njYsrY,5,0.33321441369945975
2CxEKD9cDmUdSkh4bMrQ0w,2NckginGd6wcDWkiip0FOu,1,0.4081280689916463
2CxEKD9cDmUdSkh4bMrQ0w,3AdjLeSRDJr6sjAiVkfsWT,2,0.4358145673340842
2CxEKD9cDmUdSkh4bMrQ0w,0LxeKwg9t7HOnyfv4bTALT,3,0.4364334001704935
2CxEKD9cDmUdSkh4bMrQ0w,63M0aciBJL8udRemIuA7Xo,4,0.4408514676752529
2CxEKD9cDmUdSkh4bMrQ0w,5Kn2ZIyMM8lSOg6J6iap3z,5,0.44285861300458845
6wVWJl64yoTzU27EI8ep20,4hNUUHv2V4DkFTLtbhYGZX,1,0.14843836399576416
6wVWJl64yoTzU27EI8ep20,37mfTcSlX60JtAvAETytGs,2,0.14883798416863384
6wVWJl64yoTzU27EI8ep20,5W8YXBz9MTIDyrpYaCg2Ky,3,0.15670085666170147
6wVWJl64yoTzU27EI8ep20,1Uk1h5QunOruEzfSanKyVw,4,0.1940833965646412
6wVWJl64yoTzU27EI8ep20,1N8MFkbeTDjVmUaVnYVKFg,5,0.19718966519699221
6kbpMfsWlfpB2zFTDUH92f,1nWplg2wIdoaajVFRaHzlf,1,0.2050313446208271
6kbpMfsWlfpB2zFTDUH92f,7lu6YLrlB1MU7HW8DJSuPa,2,0.2755957484495814
6kbpMfsWlfpB2zFTDUH92f,0WJa7QAYzg34rQ7iPXVTTS,3,0.3379825924936332
6kbpMfsWlfpB2zFTDUH92f,16Gd8yX4wyhb6wE0pOoSQ7,4,0.41289866582349327
6kbpMfsWlfpB2zFTDUH92f,7omxuGYsym1n2RlVf86OF9,5,0.4236666155280543
4N27l3jtsz7Bj4twhAivdo,3GaamyFHQYbQi1ykc4nV4o,1,0.4527093352664603
4N27l3jtsz7Bj4twhAivdo,5llJJM8CQpZhfUBwrJzp4c,2,0.4661810717610452
4N27l3jtsz7Bj4twhAivdo,1BGMcTlICbYWgfjiRrm3RJ,3,0.4730271917138111
4N27l3jtsz7Bj4twhAivdo,1LzNfuep1bnAUR9skqdHCK,4,0.4976216069109941
4N27l3jtsz7Bj4twhAivdo,5OukrdIKKvAbIBrSurnLuy,5,0.5051973538784083
